"FISHING_GROUND_CODE","DESCRIPTION_EN","DESCRIPTION_FR","AREA_TYPE_CODE"
"5100043","00° - 01°N; 043° - 044°E","00° - 01°N; 043° - 044°E","GRID01x01"
"5100046","00° - 01°N; 046° - 047°E","00° - 01°N; 046° - 047°E","GRID01x01"
"5100047","00° - 01°N; 047° - 048°E","00° - 01°N; 047° - 048°E","GRID01x01"
"5100048","00° - 01°N; 048° - 049°E","00° - 01°N; 048° - 049°E","GRID01x01"
"5100049","00° - 01°N; 049° - 050°E","00° - 01°N; 049° - 050°E","GRID01x01"
"5100050","00° - 01°N; 050° - 051°E","00° - 01°N; 050° - 051°E","GRID01x01"
"5100051","00° - 01°N; 051° - 052°E","00° - 01°N; 051° - 052°E","GRID01x01"
"5100052","00° - 01°N; 052° - 053°E","00° - 01°N; 052° - 053°E","GRID01x01"
"5100053","00° - 01°N; 053° - 054°E","00° - 01°N; 053° - 054°E","GRID01x01"
"5100054","00° - 01°N; 054° - 055°E","00° - 01°N; 054° - 055°E","GRID01x01"
"5100055","00° - 01°N; 055° - 056°E","00° - 01°N; 055° - 056°E","GRID01x01"
"5100056","00° - 01°N; 056° - 057°E","00° - 01°N; 056° - 057°E","GRID01x01"
"5100057","00° - 01°N; 057° - 058°E","00° - 01°N; 057° - 058°E","GRID01x01"
"5100058","00° - 01°N; 058° - 059°E","00° - 01°N; 058° - 059°E","GRID01x01"
"5100059","00° - 01°N; 059° - 060°E","00° - 01°N; 059° - 060°E","GRID01x01"
"5100060","00° - 01°N; 060° - 061°E","00° - 01°N; 060° - 061°E","GRID01x01"
"5100061","00° - 01°N; 061° - 062°E","00° - 01°N; 061° - 062°E","GRID01x01"
"5100062","00° - 01°N; 062° - 063°E","00° - 01°N; 062° - 063°E","GRID01x01"
"5100063","00° - 01°N; 063° - 064°E","00° - 01°N; 063° - 064°E","GRID01x01"
"5100064","00° - 01°N; 064° - 065°E","00° - 01°N; 064° - 065°E","GRID01x01"
"5100065","00° - 01°N; 065° - 066°E","00° - 01°N; 065° - 066°E","GRID01x01"
"5100066","00° - 01°N; 066° - 067°E","00° - 01°N; 066° - 067°E","GRID01x01"
"5100067","00° - 01°N; 067° - 068°E","00° - 01°N; 067° - 068°E","GRID01x01"
"5100068","00° - 01°N; 068° - 069°E","00° - 01°N; 068° - 069°E","GRID01x01"
"5100069","00° - 01°N; 069° - 070°E","00° - 01°N; 069° - 070°E","GRID01x01"
"5100070","00° - 01°N; 070° - 071°E","00° - 01°N; 070° - 071°E","GRID01x01"
"5100072","00° - 01°N; 072° - 073°E","00° - 01°N; 072° - 073°E","GRID01x01"
"5100073","00° - 01°N; 073° - 074°E","00° - 01°N; 073° - 074°E","GRID01x01"
"5100074","00° - 01°N; 074° - 075°E","00° - 01°N; 074° - 075°E","GRID01x01"
"5100075","00° - 01°N; 075° - 076°E","00° - 01°N; 075° - 076°E","GRID01x01"
"5100076","00° - 01°N; 076° - 077°E","00° - 01°N; 076° - 077°E","GRID01x01"
"5100077","00° - 01°N; 077° - 078°E","00° - 01°N; 077° - 078°E","GRID01x01"
"5100078","00° - 01°N; 078° - 079°E","00° - 01°N; 078° - 079°E","GRID01x01"
"5100079","00° - 01°N; 079° - 080°E","00° - 01°N; 079° - 080°E","GRID01x01"
"5100080","00° - 01°N; 080° - 081°E","00° - 01°N; 080° - 081°E","GRID01x01"
"5100081","00° - 01°N; 081° - 082°E","00° - 01°N; 081° - 082°E","GRID01x01"
"5100082","00° - 01°N; 082° - 083°E","00° - 01°N; 082° - 083°E","GRID01x01"
"5100083","00° - 01°N; 083° - 084°E","00° - 01°N; 083° - 084°E","GRID01x01"
"5100084","00° - 01°N; 084° - 085°E","00° - 01°N; 084° - 085°E","GRID01x01"
"5100085","00° - 01°N; 085° - 086°E","00° - 01°N; 085° - 086°E","GRID01x01"
"5100086","00° - 01°N; 086° - 087°E","00° - 01°N; 086° - 087°E","GRID01x01"
"5100087","00° - 01°N; 087° - 088°E","00° - 01°N; 087° - 088°E","GRID01x01"
"5100088","00° - 01°N; 088° - 089°E","00° - 01°N; 088° - 089°E","GRID01x01"
"5100089","00° - 01°N; 089° - 090°E","00° - 01°N; 089° - 090°E","GRID01x01"
"5100090","00° - 01°N; 090° - 091°E","00° - 01°N; 090° - 091°E","GRID01x01"
"5100091","00° - 01°N; 091° - 092°E","00° - 01°N; 091° - 092°E","GRID01x01"
"5100092","00° - 01°N; 092° - 093°E","00° - 01°N; 092° - 093°E","GRID01x01"
"5101046","01° - 02°N; 046° - 047°E","01° - 02°N; 046° - 047°E","GRID01x01"
"5101047","01° - 02°N; 047° - 048°E","01° - 02°N; 047° - 048°E","GRID01x01"
"5101048","01° - 02°N; 048° - 049°E","01° - 02°N; 048° - 049°E","GRID01x01"
"5101049","01° - 02°N; 049° - 050°E","01° - 02°N; 049° - 050°E","GRID01x01"
"5101050","01° - 02°N; 050° - 051°E","01° - 02°N; 050° - 051°E","GRID01x01"
"5101051","01° - 02°N; 051° - 052°E","01° - 02°N; 051° - 052°E","GRID01x01"
"5101052","01° - 02°N; 052° - 053°E","01° - 02°N; 052° - 053°E","GRID01x01"
"5101053","01° - 02°N; 053° - 054°E","01° - 02°N; 053° - 054°E","GRID01x01"
"5101054","01° - 02°N; 054° - 055°E","01° - 02°N; 054° - 055°E","GRID01x01"
"5101055","01° - 02°N; 055° - 056°E","01° - 02°N; 055° - 056°E","GRID01x01"
"5101056","01° - 02°N; 056° - 057°E","01° - 02°N; 056° - 057°E","GRID01x01"
"5101057","01° - 02°N; 057° - 058°E","01° - 02°N; 057° - 058°E","GRID01x01"
"5101058","01° - 02°N; 058° - 059°E","01° - 02°N; 058° - 059°E","GRID01x01"
"5101059","01° - 02°N; 059° - 060°E","01° - 02°N; 059° - 060°E","GRID01x01"
"5101060","01° - 02°N; 060° - 061°E","01° - 02°N; 060° - 061°E","GRID01x01"
"5101061","01° - 02°N; 061° - 062°E","01° - 02°N; 061° - 062°E","GRID01x01"
"5101062","01° - 02°N; 062° - 063°E","01° - 02°N; 062° - 063°E","GRID01x01"
"5101063","01° - 02°N; 063° - 064°E","01° - 02°N; 063° - 064°E","GRID01x01"
"5101064","01° - 02°N; 064° - 065°E","01° - 02°N; 064° - 065°E","GRID01x01"
"5101065","01° - 02°N; 065° - 066°E","01° - 02°N; 065° - 066°E","GRID01x01"
"5101066","01° - 02°N; 066° - 067°E","01° - 02°N; 066° - 067°E","GRID01x01"
"5101067","01° - 02°N; 067° - 068°E","01° - 02°N; 067° - 068°E","GRID01x01"
"5101068","01° - 02°N; 068° - 069°E","01° - 02°N; 068° - 069°E","GRID01x01"
"5101069","01° - 02°N; 069° - 070°E","01° - 02°N; 069° - 070°E","GRID01x01"
"5101070","01° - 02°N; 070° - 071°E","01° - 02°N; 070° - 071°E","GRID01x01"
"5101073","01° - 02°N; 073° - 074°E","01° - 02°N; 073° - 074°E","GRID01x01"
"5101074","01° - 02°N; 074° - 075°E","01° - 02°N; 074° - 075°E","GRID01x01"
"5101075","01° - 02°N; 075° - 076°E","01° - 02°N; 075° - 076°E","GRID01x01"
"5101076","01° - 02°N; 076° - 077°E","01° - 02°N; 076° - 077°E","GRID01x01"
"5101077","01° - 02°N; 077° - 078°E","01° - 02°N; 077° - 078°E","GRID01x01"
"5101078","01° - 02°N; 078° - 079°E","01° - 02°N; 078° - 079°E","GRID01x01"
"5101079","01° - 02°N; 079° - 080°E","01° - 02°N; 079° - 080°E","GRID01x01"
"5101080","01° - 02°N; 080° - 081°E","01° - 02°N; 080° - 081°E","GRID01x01"
"5101081","01° - 02°N; 081° - 082°E","01° - 02°N; 081° - 082°E","GRID01x01"
"5101082","01° - 02°N; 082° - 083°E","01° - 02°N; 082° - 083°E","GRID01x01"
"5101083","01° - 02°N; 083° - 084°E","01° - 02°N; 083° - 084°E","GRID01x01"
"5101084","01° - 02°N; 084° - 085°E","01° - 02°N; 084° - 085°E","GRID01x01"
"5101085","01° - 02°N; 085° - 086°E","01° - 02°N; 085° - 086°E","GRID01x01"
"5101086","01° - 02°N; 086° - 087°E","01° - 02°N; 086° - 087°E","GRID01x01"
"5101087","01° - 02°N; 087° - 088°E","01° - 02°N; 087° - 088°E","GRID01x01"
"5101088","01° - 02°N; 088° - 089°E","01° - 02°N; 088° - 089°E","GRID01x01"
"5101089","01° - 02°N; 089° - 090°E","01° - 02°N; 089° - 090°E","GRID01x01"
"5101090","01° - 02°N; 090° - 091°E","01° - 02°N; 090° - 091°E","GRID01x01"
"5101091","01° - 02°N; 091° - 092°E","01° - 02°N; 091° - 092°E","GRID01x01"
"5101092","01° - 02°N; 092° - 093°E","01° - 02°N; 092° - 093°E","GRID01x01"
"5102047","02° - 03°N; 047° - 048°E","02° - 03°N; 047° - 048°E","GRID01x01"
"5102049","02° - 03°N; 049° - 050°E","02° - 03°N; 049° - 050°E","GRID01x01"
"5102050","02° - 03°N; 050° - 051°E","02° - 03°N; 050° - 051°E","GRID01x01"
"5102051","02° - 03°N; 051° - 052°E","02° - 03°N; 051° - 052°E","GRID01x01"
"5102052","02° - 03°N; 052° - 053°E","02° - 03°N; 052° - 053°E","GRID01x01"
"5102053","02° - 03°N; 053° - 054°E","02° - 03°N; 053° - 054°E","GRID01x01"
"5102054","02° - 03°N; 054° - 055°E","02° - 03°N; 054° - 055°E","GRID01x01"
"5102055","02° - 03°N; 055° - 056°E","02° - 03°N; 055° - 056°E","GRID01x01"
"5102056","02° - 03°N; 056° - 057°E","02° - 03°N; 056° - 057°E","GRID01x01"
"5102057","02° - 03°N; 057° - 058°E","02° - 03°N; 057° - 058°E","GRID01x01"
"5102058","02° - 03°N; 058° - 059°E","02° - 03°N; 058° - 059°E","GRID01x01"
"5102059","02° - 03°N; 059° - 060°E","02° - 03°N; 059° - 060°E","GRID01x01"
"5102060","02° - 03°N; 060° - 061°E","02° - 03°N; 060° - 061°E","GRID01x01"
"5102061","02° - 03°N; 061° - 062°E","02° - 03°N; 061° - 062°E","GRID01x01"
"5102062","02° - 03°N; 062° - 063°E","02° - 03°N; 062° - 063°E","GRID01x01"
"5102063","02° - 03°N; 063° - 064°E","02° - 03°N; 063° - 064°E","GRID01x01"
"5102064","02° - 03°N; 064° - 065°E","02° - 03°N; 064° - 065°E","GRID01x01"
"5102065","02° - 03°N; 065° - 066°E","02° - 03°N; 065° - 066°E","GRID01x01"
"5102066","02° - 03°N; 066° - 067°E","02° - 03°N; 066° - 067°E","GRID01x01"
"5102067","02° - 03°N; 067° - 068°E","02° - 03°N; 067° - 068°E","GRID01x01"
"5102068","02° - 03°N; 068° - 069°E","02° - 03°N; 068° - 069°E","GRID01x01"
"5102069","02° - 03°N; 069° - 070°E","02° - 03°N; 069° - 070°E","GRID01x01"
"5102070","02° - 03°N; 070° - 071°E","02° - 03°N; 070° - 071°E","GRID01x01"
"5102073","02° - 03°N; 073° - 074°E","02° - 03°N; 073° - 074°E","GRID01x01"
"5102075","02° - 03°N; 075° - 076°E","02° - 03°N; 075° - 076°E","GRID01x01"
"5102076","02° - 03°N; 076° - 077°E","02° - 03°N; 076° - 077°E","GRID01x01"
"5102077","02° - 03°N; 077° - 078°E","02° - 03°N; 077° - 078°E","GRID01x01"
"5102078","02° - 03°N; 078° - 079°E","02° - 03°N; 078° - 079°E","GRID01x01"
"5102079","02° - 03°N; 079° - 080°E","02° - 03°N; 079° - 080°E","GRID01x01"
"5102080","02° - 03°N; 080° - 081°E","02° - 03°N; 080° - 081°E","GRID01x01"
"5102081","02° - 03°N; 081° - 082°E","02° - 03°N; 081° - 082°E","GRID01x01"
"5102082","02° - 03°N; 082° - 083°E","02° - 03°N; 082° - 083°E","GRID01x01"
"5102083","02° - 03°N; 083° - 084°E","02° - 03°N; 083° - 084°E","GRID01x01"
"5102084","02° - 03°N; 084° - 085°E","02° - 03°N; 084° - 085°E","GRID01x01"
"5102085","02° - 03°N; 085° - 086°E","02° - 03°N; 085° - 086°E","GRID01x01"
"5102086","02° - 03°N; 086° - 087°E","02° - 03°N; 086° - 087°E","GRID01x01"
"5102087","02° - 03°N; 087° - 088°E","02° - 03°N; 087° - 088°E","GRID01x01"
"5102088","02° - 03°N; 088° - 089°E","02° - 03°N; 088° - 089°E","GRID01x01"
"5102089","02° - 03°N; 089° - 090°E","02° - 03°N; 089° - 090°E","GRID01x01"
"5102090","02° - 03°N; 090° - 091°E","02° - 03°N; 090° - 091°E","GRID01x01"
"5102091","02° - 03°N; 091° - 092°E","02° - 03°N; 091° - 092°E","GRID01x01"
"5102092","02° - 03°N; 092° - 093°E","02° - 03°N; 092° - 093°E","GRID01x01"
"5103048","03° - 04°N; 048° - 049°E","03° - 04°N; 048° - 049°E","GRID01x01"
"5103049","03° - 04°N; 049° - 050°E","03° - 04°N; 049° - 050°E","GRID01x01"
"5103050","03° - 04°N; 050° - 051°E","03° - 04°N; 050° - 051°E","GRID01x01"
"5103051","03° - 04°N; 051° - 052°E","03° - 04°N; 051° - 052°E","GRID01x01"
"5103052","03° - 04°N; 052° - 053°E","03° - 04°N; 052° - 053°E","GRID01x01"
"5103053","03° - 04°N; 053° - 054°E","03° - 04°N; 053° - 054°E","GRID01x01"
"5103054","03° - 04°N; 054° - 055°E","03° - 04°N; 054° - 055°E","GRID01x01"
"5103055","03° - 04°N; 055° - 056°E","03° - 04°N; 055° - 056°E","GRID01x01"
"5103056","03° - 04°N; 056° - 057°E","03° - 04°N; 056° - 057°E","GRID01x01"
"5103057","03° - 04°N; 057° - 058°E","03° - 04°N; 057° - 058°E","GRID01x01"
"5103058","03° - 04°N; 058° - 059°E","03° - 04°N; 058° - 059°E","GRID01x01"
"5103059","03° - 04°N; 059° - 060°E","03° - 04°N; 059° - 060°E","GRID01x01"
"5103060","03° - 04°N; 060° - 061°E","03° - 04°N; 060° - 061°E","GRID01x01"
"5103061","03° - 04°N; 061° - 062°E","03° - 04°N; 061° - 062°E","GRID01x01"
"5103062","03° - 04°N; 062° - 063°E","03° - 04°N; 062° - 063°E","GRID01x01"
"5103063","03° - 04°N; 063° - 064°E","03° - 04°N; 063° - 064°E","GRID01x01"
"5103064","03° - 04°N; 064° - 065°E","03° - 04°N; 064° - 065°E","GRID01x01"
"5103065","03° - 04°N; 065° - 066°E","03° - 04°N; 065° - 066°E","GRID01x01"
"5103066","03° - 04°N; 066° - 067°E","03° - 04°N; 066° - 067°E","GRID01x01"
"5103067","03° - 04°N; 067° - 068°E","03° - 04°N; 067° - 068°E","GRID01x01"
"5103068","03° - 04°N; 068° - 069°E","03° - 04°N; 068° - 069°E","GRID01x01"
"5103069","03° - 04°N; 069° - 070°E","03° - 04°N; 069° - 070°E","GRID01x01"
"5103070","03° - 04°N; 070° - 071°E","03° - 04°N; 070° - 071°E","GRID01x01"
"5103073","03° - 04°N; 073° - 074°E","03° - 04°N; 073° - 074°E","GRID01x01"
"5103075","03° - 04°N; 075° - 076°E","03° - 04°N; 075° - 076°E","GRID01x01"
"5103076","03° - 04°N; 076° - 077°E","03° - 04°N; 076° - 077°E","GRID01x01"
"5103077","03° - 04°N; 077° - 078°E","03° - 04°N; 077° - 078°E","GRID01x01"
"5103078","03° - 04°N; 078° - 079°E","03° - 04°N; 078° - 079°E","GRID01x01"
"5103079","03° - 04°N; 079° - 080°E","03° - 04°N; 079° - 080°E","GRID01x01"
"5103083","03° - 04°N; 083° - 084°E","03° - 04°N; 083° - 084°E","GRID01x01"
"5103084","03° - 04°N; 084° - 085°E","03° - 04°N; 084° - 085°E","GRID01x01"
"5103085","03° - 04°N; 085° - 086°E","03° - 04°N; 085° - 086°E","GRID01x01"
"5103086","03° - 04°N; 086° - 087°E","03° - 04°N; 086° - 087°E","GRID01x01"
"5103087","03° - 04°N; 087° - 088°E","03° - 04°N; 087° - 088°E","GRID01x01"
"5103088","03° - 04°N; 088° - 089°E","03° - 04°N; 088° - 089°E","GRID01x01"
"5103089","03° - 04°N; 089° - 090°E","03° - 04°N; 089° - 090°E","GRID01x01"
"5103090","03° - 04°N; 090° - 091°E","03° - 04°N; 090° - 091°E","GRID01x01"
"5103091","03° - 04°N; 091° - 092°E","03° - 04°N; 091° - 092°E","GRID01x01"
"5103092","03° - 04°N; 092° - 093°E","03° - 04°N; 092° - 093°E","GRID01x01"
"5104048","04° - 05°N; 048° - 049°E","04° - 05°N; 048° - 049°E","GRID01x01"
"5104049","04° - 05°N; 049° - 050°E","04° - 05°N; 049° - 050°E","GRID01x01"
"5104050","04° - 05°N; 050° - 051°E","04° - 05°N; 050° - 051°E","GRID01x01"
"5104051","04° - 05°N; 051° - 052°E","04° - 05°N; 051° - 052°E","GRID01x01"
"5104052","04° - 05°N; 052° - 053°E","04° - 05°N; 052° - 053°E","GRID01x01"
"5104053","04° - 05°N; 053° - 054°E","04° - 05°N; 053° - 054°E","GRID01x01"
"5104054","04° - 05°N; 054° - 055°E","04° - 05°N; 054° - 055°E","GRID01x01"
"5104055","04° - 05°N; 055° - 056°E","04° - 05°N; 055° - 056°E","GRID01x01"
"5104056","04° - 05°N; 056° - 057°E","04° - 05°N; 056° - 057°E","GRID01x01"
"5104057","04° - 05°N; 057° - 058°E","04° - 05°N; 057° - 058°E","GRID01x01"
"5104058","04° - 05°N; 058° - 059°E","04° - 05°N; 058° - 059°E","GRID01x01"
"5104059","04° - 05°N; 059° - 060°E","04° - 05°N; 059° - 060°E","GRID01x01"
"5104060","04° - 05°N; 060° - 061°E","04° - 05°N; 060° - 061°E","GRID01x01"
"5104061","04° - 05°N; 061° - 062°E","04° - 05°N; 061° - 062°E","GRID01x01"
"5104062","04° - 05°N; 062° - 063°E","04° - 05°N; 062° - 063°E","GRID01x01"
"5104063","04° - 05°N; 063° - 064°E","04° - 05°N; 063° - 064°E","GRID01x01"
"5104064","04° - 05°N; 064° - 065°E","04° - 05°N; 064° - 065°E","GRID01x01"
"5104065","04° - 05°N; 065° - 066°E","04° - 05°N; 065° - 066°E","GRID01x01"
"5104066","04° - 05°N; 066° - 067°E","04° - 05°N; 066° - 067°E","GRID01x01"
"5104067","04° - 05°N; 067° - 068°E","04° - 05°N; 067° - 068°E","GRID01x01"
"5104068","04° - 05°N; 068° - 069°E","04° - 05°N; 068° - 069°E","GRID01x01"
"5104069","04° - 05°N; 069° - 070°E","04° - 05°N; 069° - 070°E","GRID01x01"
"5104070","04° - 05°N; 070° - 071°E","04° - 05°N; 070° - 071°E","GRID01x01"
"5104073","04° - 05°N; 073° - 074°E","04° - 05°N; 073° - 074°E","GRID01x01"
"5104075","04° - 05°N; 075° - 076°E","04° - 05°N; 075° - 076°E","GRID01x01"
"5104076","04° - 05°N; 076° - 077°E","04° - 05°N; 076° - 077°E","GRID01x01"
"5104077","04° - 05°N; 077° - 078°E","04° - 05°N; 077° - 078°E","GRID01x01"
"5104078","04° - 05°N; 078° - 079°E","04° - 05°N; 078° - 079°E","GRID01x01"
"5104084","04° - 05°N; 084° - 085°E","04° - 05°N; 084° - 085°E","GRID01x01"
"5104085","04° - 05°N; 085° - 086°E","04° - 05°N; 085° - 086°E","GRID01x01"
"5104086","04° - 05°N; 086° - 087°E","04° - 05°N; 086° - 087°E","GRID01x01"
"5104087","04° - 05°N; 087° - 088°E","04° - 05°N; 087° - 088°E","GRID01x01"
"5104088","04° - 05°N; 088° - 089°E","04° - 05°N; 088° - 089°E","GRID01x01"
"5104089","04° - 05°N; 089° - 090°E","04° - 05°N; 089° - 090°E","GRID01x01"
"5104090","04° - 05°N; 090° - 091°E","04° - 05°N; 090° - 091°E","GRID01x01"
"5104091","04° - 05°N; 091° - 092°E","04° - 05°N; 091° - 092°E","GRID01x01"
"5105048","05° - 06°N; 048° - 049°E","05° - 06°N; 048° - 049°E","GRID01x01"
"5105049","05° - 06°N; 049° - 050°E","05° - 06°N; 049° - 050°E","GRID01x01"
"5105050","05° - 06°N; 050° - 051°E","05° - 06°N; 050° - 051°E","GRID01x01"
"5105051","05° - 06°N; 051° - 052°E","05° - 06°N; 051° - 052°E","GRID01x01"
"5105052","05° - 06°N; 052° - 053°E","05° - 06°N; 052° - 053°E","GRID01x01"
"5105053","05° - 06°N; 053° - 054°E","05° - 06°N; 053° - 054°E","GRID01x01"
"5105054","05° - 06°N; 054° - 055°E","05° - 06°N; 054° - 055°E","GRID01x01"
"5105055","05° - 06°N; 055° - 056°E","05° - 06°N; 055° - 056°E","GRID01x01"
"5105056","05° - 06°N; 056° - 057°E","05° - 06°N; 056° - 057°E","GRID01x01"
"5105057","05° - 06°N; 057° - 058°E","05° - 06°N; 057° - 058°E","GRID01x01"
"5105058","05° - 06°N; 058° - 059°E","05° - 06°N; 058° - 059°E","GRID01x01"
"5105059","05° - 06°N; 059° - 060°E","05° - 06°N; 059° - 060°E","GRID01x01"
"5105060","05° - 06°N; 060° - 061°E","05° - 06°N; 060° - 061°E","GRID01x01"
"5105061","05° - 06°N; 061° - 062°E","05° - 06°N; 061° - 062°E","GRID01x01"
"5105062","05° - 06°N; 062° - 063°E","05° - 06°N; 062° - 063°E","GRID01x01"
"5105063","05° - 06°N; 063° - 064°E","05° - 06°N; 063° - 064°E","GRID01x01"
"5105064","05° - 06°N; 064° - 065°E","05° - 06°N; 064° - 065°E","GRID01x01"
"5105065","05° - 06°N; 065° - 066°E","05° - 06°N; 065° - 066°E","GRID01x01"
"5105066","05° - 06°N; 066° - 067°E","05° - 06°N; 066° - 067°E","GRID01x01"
"5105067","05° - 06°N; 067° - 068°E","05° - 06°N; 067° - 068°E","GRID01x01"
"5105068","05° - 06°N; 068° - 069°E","05° - 06°N; 068° - 069°E","GRID01x01"
"5105069","05° - 06°N; 069° - 070°E","05° - 06°N; 069° - 070°E","GRID01x01"
"5105075","05° - 06°N; 075° - 076°E","05° - 06°N; 075° - 076°E","GRID01x01"
"5105076","05° - 06°N; 076° - 077°E","05° - 06°N; 076° - 077°E","GRID01x01"
"5105080","05° - 06°N; 080° - 081°E","05° - 06°N; 080° - 081°E","GRID01x01"
"5105084","05° - 06°N; 084° - 085°E","05° - 06°N; 084° - 085°E","GRID01x01"
"5105085","05° - 06°N; 085° - 086°E","05° - 06°N; 085° - 086°E","GRID01x01"
"5105087","05° - 06°N; 087° - 088°E","05° - 06°N; 087° - 088°E","GRID01x01"
"5105088","05° - 06°N; 088° - 089°E","05° - 06°N; 088° - 089°E","GRID01x01"
"5105089","05° - 06°N; 089° - 090°E","05° - 06°N; 089° - 090°E","GRID01x01"
"5105090","05° - 06°N; 090° - 091°E","05° - 06°N; 090° - 091°E","GRID01x01"
"5105100","05° - 06°N; 100° - 101°E","05° - 06°N; 100° - 101°E","GRID01x01"
"5106050","06° - 07°N; 050° - 051°E","06° - 07°N; 050° - 051°E","GRID01x01"
"5106051","06° - 07°N; 051° - 052°E","06° - 07°N; 051° - 052°E","GRID01x01"
"5106052","06° - 07°N; 052° - 053°E","06° - 07°N; 052° - 053°E","GRID01x01"
"5106053","06° - 07°N; 053° - 054°E","06° - 07°N; 053° - 054°E","GRID01x01"
"5106054","06° - 07°N; 054° - 055°E","06° - 07°N; 054° - 055°E","GRID01x01"
"5106055","06° - 07°N; 055° - 056°E","06° - 07°N; 055° - 056°E","GRID01x01"
"5106056","06° - 07°N; 056° - 057°E","06° - 07°N; 056° - 057°E","GRID01x01"
"5106057","06° - 07°N; 057° - 058°E","06° - 07°N; 057° - 058°E","GRID01x01"
"5106058","06° - 07°N; 058° - 059°E","06° - 07°N; 058° - 059°E","GRID01x01"
"5106059","06° - 07°N; 059° - 060°E","06° - 07°N; 059° - 060°E","GRID01x01"
"5106060","06° - 07°N; 060° - 061°E","06° - 07°N; 060° - 061°E","GRID01x01"
"5106061","06° - 07°N; 061° - 062°E","06° - 07°N; 061° - 062°E","GRID01x01"
"5106062","06° - 07°N; 062° - 063°E","06° - 07°N; 062° - 063°E","GRID01x01"
"5106063","06° - 07°N; 063° - 064°E","06° - 07°N; 063° - 064°E","GRID01x01"
"5106064","06° - 07°N; 064° - 065°E","06° - 07°N; 064° - 065°E","GRID01x01"
"5106065","06° - 07°N; 065° - 066°E","06° - 07°N; 065° - 066°E","GRID01x01"
"5106066","06° - 07°N; 066° - 067°E","06° - 07°N; 066° - 067°E","GRID01x01"
"5106067","06° - 07°N; 067° - 068°E","06° - 07°N; 067° - 068°E","GRID01x01"
"5106068","06° - 07°N; 068° - 069°E","06° - 07°N; 068° - 069°E","GRID01x01"
"5106069","06° - 07°N; 069° - 070°E","06° - 07°N; 069° - 070°E","GRID01x01"
"5106070","06° - 07°N; 070° - 071°E","06° - 07°N; 070° - 071°E","GRID01x01"
"5106072","06° - 07°N; 072° - 073°E","06° - 07°N; 072° - 073°E","GRID01x01"
"5106073","06° - 07°N; 073° - 074°E","06° - 07°N; 073° - 074°E","GRID01x01"
"5106075","06° - 07°N; 075° - 076°E","06° - 07°N; 075° - 076°E","GRID01x01"
"5106078","06° - 07°N; 078° - 079°E","06° - 07°N; 078° - 079°E","GRID01x01"
"5106086","06° - 07°N; 086° - 087°E","06° - 07°N; 086° - 087°E","GRID01x01"
"5106087","06° - 07°N; 087° - 088°E","06° - 07°N; 087° - 088°E","GRID01x01"
"5106088","06° - 07°N; 088° - 089°E","06° - 07°N; 088° - 089°E","GRID01x01"
"5107051","07° - 08°N; 051° - 052°E","07° - 08°N; 051° - 052°E","GRID01x01"
"5107052","07° - 08°N; 052° - 053°E","07° - 08°N; 052° - 053°E","GRID01x01"
"5107053","07° - 08°N; 053° - 054°E","07° - 08°N; 053° - 054°E","GRID01x01"
"5107054","07° - 08°N; 054° - 055°E","07° - 08°N; 054° - 055°E","GRID01x01"
"5107055","07° - 08°N; 055° - 056°E","07° - 08°N; 055° - 056°E","GRID01x01"
"5107056","07° - 08°N; 056° - 057°E","07° - 08°N; 056° - 057°E","GRID01x01"
"5107057","07° - 08°N; 057° - 058°E","07° - 08°N; 057° - 058°E","GRID01x01"
"5107058","07° - 08°N; 058° - 059°E","07° - 08°N; 058° - 059°E","GRID01x01"
"5107059","07° - 08°N; 059° - 060°E","07° - 08°N; 059° - 060°E","GRID01x01"
"5107060","07° - 08°N; 060° - 061°E","07° - 08°N; 060° - 061°E","GRID01x01"
"5107061","07° - 08°N; 061° - 062°E","07° - 08°N; 061° - 062°E","GRID01x01"
"5107062","07° - 08°N; 062° - 063°E","07° - 08°N; 062° - 063°E","GRID01x01"
"5107063","07° - 08°N; 063° - 064°E","07° - 08°N; 063° - 064°E","GRID01x01"
"5107064","07° - 08°N; 064° - 065°E","07° - 08°N; 064° - 065°E","GRID01x01"
"5107065","07° - 08°N; 065° - 066°E","07° - 08°N; 065° - 066°E","GRID01x01"
"5107066","07° - 08°N; 066° - 067°E","07° - 08°N; 066° - 067°E","GRID01x01"
"5107067","07° - 08°N; 067° - 068°E","07° - 08°N; 067° - 068°E","GRID01x01"
"5107068","07° - 08°N; 068° - 069°E","07° - 08°N; 068° - 069°E","GRID01x01"
"5107069","07° - 08°N; 069° - 070°E","07° - 08°N; 069° - 070°E","GRID01x01"
"5107087","07° - 08°N; 087° - 088°E","07° - 08°N; 087° - 088°E","GRID01x01"
"5108050","08° - 09°N; 050° - 051°E","08° - 09°N; 050° - 051°E","GRID01x01"
"5108051","08° - 09°N; 051° - 052°E","08° - 09°N; 051° - 052°E","GRID01x01"
"5108054","08° - 09°N; 054° - 055°E","08° - 09°N; 054° - 055°E","GRID01x01"
"5108055","08° - 09°N; 055° - 056°E","08° - 09°N; 055° - 056°E","GRID01x01"
"5108056","08° - 09°N; 056° - 057°E","08° - 09°N; 056° - 057°E","GRID01x01"
"5108057","08° - 09°N; 057° - 058°E","08° - 09°N; 057° - 058°E","GRID01x01"
"5108058","08° - 09°N; 058° - 059°E","08° - 09°N; 058° - 059°E","GRID01x01"
