"FISHING_GROUND_CODE","DESCRIPTION_EN","DESCRIPTION_FR","AREA_TYPE_CODE"
"5232067","32° - 33°S; 067° - 068°E","32° - 33°S; 067° - 068°E","GRID01x01"
"5232068","32° - 33°S; 068° - 069°E","32° - 33°S; 068° - 069°E","GRID01x01"
"5232072","32° - 33°S; 072° - 073°E","32° - 33°S; 072° - 073°E","GRID01x01"
"5232073","32° - 33°S; 073° - 074°E","32° - 33°S; 073° - 074°E","GRID01x01"
"5232075","32° - 33°S; 075° - 076°E","32° - 33°S; 075° - 076°E","GRID01x01"
"5232079","32° - 33°S; 079° - 080°E","32° - 33°S; 079° - 080°E","GRID01x01"
"5232080","32° - 33°S; 080° - 081°E","32° - 33°S; 080° - 081°E","GRID01x01"
"5232081","32° - 33°S; 081° - 082°E","32° - 33°S; 081° - 082°E","GRID01x01"
"5232082","32° - 33°S; 082° - 083°E","32° - 33°S; 082° - 083°E","GRID01x01"
"5232083","32° - 33°S; 083° - 084°E","32° - 33°S; 083° - 084°E","GRID01x01"
"5232084","32° - 33°S; 084° - 085°E","32° - 33°S; 084° - 085°E","GRID01x01"
"5232085","32° - 33°S; 085° - 086°E","32° - 33°S; 085° - 086°E","GRID01x01"
"5232086","32° - 33°S; 086° - 087°E","32° - 33°S; 086° - 087°E","GRID01x01"
"5232087","32° - 33°S; 087° - 088°E","32° - 33°S; 087° - 088°E","GRID01x01"
"5232088","32° - 33°S; 088° - 089°E","32° - 33°S; 088° - 089°E","GRID01x01"
"5232089","32° - 33°S; 089° - 090°E","32° - 33°S; 089° - 090°E","GRID01x01"
"5232090","32° - 33°S; 090° - 091°E","32° - 33°S; 090° - 091°E","GRID01x01"
"5232091","32° - 33°S; 091° - 092°E","32° - 33°S; 091° - 092°E","GRID01x01"
"5232092","32° - 33°S; 092° - 093°E","32° - 33°S; 092° - 093°E","GRID01x01"
"5232093","32° - 33°S; 093° - 094°E","32° - 33°S; 093° - 094°E","GRID01x01"
"5232094","32° - 33°S; 094° - 095°E","32° - 33°S; 094° - 095°E","GRID01x01"
"5232095","32° - 33°S; 095° - 096°E","32° - 33°S; 095° - 096°E","GRID01x01"
"5232097","32° - 33°S; 097° - 098°E","32° - 33°S; 097° - 098°E","GRID01x01"
"5232102","32° - 33°S; 102° - 103°E","32° - 33°S; 102° - 103°E","GRID01x01"
"5232103","32° - 33°S; 103° - 104°E","32° - 33°S; 103° - 104°E","GRID01x01"
"5232104","32° - 33°S; 104° - 105°E","32° - 33°S; 104° - 105°E","GRID01x01"
"5232105","32° - 33°S; 105° - 106°E","32° - 33°S; 105° - 106°E","GRID01x01"
"5232106","32° - 33°S; 106° - 107°E","32° - 33°S; 106° - 107°E","GRID01x01"
"5233025","33° - 34°S; 025° - 026°E","33° - 34°S; 025° - 026°E","GRID01x01"
"5233027","33° - 34°S; 027° - 028°E","33° - 34°S; 027° - 028°E","GRID01x01"
"5233028","33° - 34°S; 028° - 029°E","33° - 34°S; 028° - 029°E","GRID01x01"
"5233029","33° - 34°S; 029° - 030°E","33° - 34°S; 029° - 030°E","GRID01x01"
"5233031","33° - 34°S; 031° - 032°E","33° - 34°S; 031° - 032°E","GRID01x01"
"5233033","33° - 34°S; 033° - 034°E","33° - 34°S; 033° - 034°E","GRID01x01"
"5233034","33° - 34°S; 034° - 035°E","33° - 34°S; 034° - 035°E","GRID01x01"
"5233035","33° - 34°S; 035° - 036°E","33° - 34°S; 035° - 036°E","GRID01x01"
"5233036","33° - 34°S; 036° - 037°E","33° - 34°S; 036° - 037°E","GRID01x01"
"5233043","33° - 34°S; 043° - 044°E","33° - 34°S; 043° - 044°E","GRID01x01"
"5233046","33° - 34°S; 046° - 047°E","33° - 34°S; 046° - 047°E","GRID01x01"
"5233050","33° - 34°S; 050° - 051°E","33° - 34°S; 050° - 051°E","GRID01x01"
"5233051","33° - 34°S; 051° - 052°E","33° - 34°S; 051° - 052°E","GRID01x01"
"5233052","33° - 34°S; 052° - 053°E","33° - 34°S; 052° - 053°E","GRID01x01"
"5233053","33° - 34°S; 053° - 054°E","33° - 34°S; 053° - 054°E","GRID01x01"
"5233054","33° - 34°S; 054° - 055°E","33° - 34°S; 054° - 055°E","GRID01x01"
"5233055","33° - 34°S; 055° - 056°E","33° - 34°S; 055° - 056°E","GRID01x01"
"5233057","33° - 34°S; 057° - 058°E","33° - 34°S; 057° - 058°E","GRID01x01"
"5233064","33° - 34°S; 064° - 065°E","33° - 34°S; 064° - 065°E","GRID01x01"
"5233067","33° - 34°S; 067° - 068°E","33° - 34°S; 067° - 068°E","GRID01x01"
"5233068","33° - 34°S; 068° - 069°E","33° - 34°S; 068° - 069°E","GRID01x01"
"5233069","33° - 34°S; 069° - 070°E","33° - 34°S; 069° - 070°E","GRID01x01"
"5233070","33° - 34°S; 070° - 071°E","33° - 34°S; 070° - 071°E","GRID01x01"
"5233073","33° - 34°S; 073° - 074°E","33° - 34°S; 073° - 074°E","GRID01x01"
"5233074","33° - 34°S; 074° - 075°E","33° - 34°S; 074° - 075°E","GRID01x01"
"5233075","33° - 34°S; 075° - 076°E","33° - 34°S; 075° - 076°E","GRID01x01"
"5233078","33° - 34°S; 078° - 079°E","33° - 34°S; 078° - 079°E","GRID01x01"
"5233079","33° - 34°S; 079° - 080°E","33° - 34°S; 079° - 080°E","GRID01x01"
"5233082","33° - 34°S; 082° - 083°E","33° - 34°S; 082° - 083°E","GRID01x01"
"5233083","33° - 34°S; 083° - 084°E","33° - 34°S; 083° - 084°E","GRID01x01"
"5233084","33° - 34°S; 084° - 085°E","33° - 34°S; 084° - 085°E","GRID01x01"
"5233085","33° - 34°S; 085° - 086°E","33° - 34°S; 085° - 086°E","GRID01x01"
"5233086","33° - 34°S; 086° - 087°E","33° - 34°S; 086° - 087°E","GRID01x01"
"5233087","33° - 34°S; 087° - 088°E","33° - 34°S; 087° - 088°E","GRID01x01"
"5233088","33° - 34°S; 088° - 089°E","33° - 34°S; 088° - 089°E","GRID01x01"
"5233089","33° - 34°S; 089° - 090°E","33° - 34°S; 089° - 090°E","GRID01x01"
"5233090","33° - 34°S; 090° - 091°E","33° - 34°S; 090° - 091°E","GRID01x01"
"5233091","33° - 34°S; 091° - 092°E","33° - 34°S; 091° - 092°E","GRID01x01"
"5233092","33° - 34°S; 092° - 093°E","33° - 34°S; 092° - 093°E","GRID01x01"
"5233093","33° - 34°S; 093° - 094°E","33° - 34°S; 093° - 094°E","GRID01x01"
"5233094","33° - 34°S; 094° - 095°E","33° - 34°S; 094° - 095°E","GRID01x01"
"5233095","33° - 34°S; 095° - 096°E","33° - 34°S; 095° - 096°E","GRID01x01"
"5233096","33° - 34°S; 096° - 097°E","33° - 34°S; 096° - 097°E","GRID01x01"
"5233104","33° - 34°S; 104° - 105°E","33° - 34°S; 104° - 105°E","GRID01x01"
"5233105","33° - 34°S; 105° - 106°E","33° - 34°S; 105° - 106°E","GRID01x01"
"5233106","33° - 34°S; 106° - 107°E","33° - 34°S; 106° - 107°E","GRID01x01"
"5233107","33° - 34°S; 107° - 108°E","33° - 34°S; 107° - 108°E","GRID01x01"
"5233108","33° - 34°S; 108° - 109°E","33° - 34°S; 108° - 109°E","GRID01x01"
"5234021","34° - 35°S; 021° - 022°E","34° - 35°S; 021° - 022°E","GRID01x01"
"5234024","34° - 35°S; 024° - 025°E","34° - 35°S; 024° - 025°E","GRID01x01"
"5234025","34° - 35°S; 025° - 026°E","34° - 35°S; 025° - 026°E","GRID01x01"
"5234026","34° - 35°S; 026° - 027°E","34° - 35°S; 026° - 027°E","GRID01x01"
"5234027","34° - 35°S; 027° - 028°E","34° - 35°S; 027° - 028°E","GRID01x01"
"5234029","34° - 35°S; 029° - 030°E","34° - 35°S; 029° - 030°E","GRID01x01"
"5234031","34° - 35°S; 031° - 032°E","34° - 35°S; 031° - 032°E","GRID01x01"
"5234032","34° - 35°S; 032° - 033°E","34° - 35°S; 032° - 033°E","GRID01x01"
"5234033","34° - 35°S; 033° - 034°E","34° - 35°S; 033° - 034°E","GRID01x01"
"5234034","34° - 35°S; 034° - 035°E","34° - 35°S; 034° - 035°E","GRID01x01"
"5234035","34° - 35°S; 035° - 036°E","34° - 35°S; 035° - 036°E","GRID01x01"
"5234036","34° - 35°S; 036° - 037°E","34° - 35°S; 036° - 037°E","GRID01x01"
"5234048","34° - 35°S; 048° - 049°E","34° - 35°S; 048° - 049°E","GRID01x01"
"5234049","34° - 35°S; 049° - 050°E","34° - 35°S; 049° - 050°E","GRID01x01"
"5234050","34° - 35°S; 050° - 051°E","34° - 35°S; 050° - 051°E","GRID01x01"
"5234052","34° - 35°S; 052° - 053°E","34° - 35°S; 052° - 053°E","GRID01x01"
"5234053","34° - 35°S; 053° - 054°E","34° - 35°S; 053° - 054°E","GRID01x01"
"5234054","34° - 35°S; 054° - 055°E","34° - 35°S; 054° - 055°E","GRID01x01"
"5234061","34° - 35°S; 061° - 062°E","34° - 35°S; 061° - 062°E","GRID01x01"
"5234065","34° - 35°S; 065° - 066°E","34° - 35°S; 065° - 066°E","GRID01x01"
"5234066","34° - 35°S; 066° - 067°E","34° - 35°S; 066° - 067°E","GRID01x01"
"5234067","34° - 35°S; 067° - 068°E","34° - 35°S; 067° - 068°E","GRID01x01"
"5234072","34° - 35°S; 072° - 073°E","34° - 35°S; 072° - 073°E","GRID01x01"
"5234073","34° - 35°S; 073° - 074°E","34° - 35°S; 073° - 074°E","GRID01x01"
"5234074","34° - 35°S; 074° - 075°E","34° - 35°S; 074° - 075°E","GRID01x01"
"5234086","34° - 35°S; 086° - 087°E","34° - 35°S; 086° - 087°E","GRID01x01"
"5234087","34° - 35°S; 087° - 088°E","34° - 35°S; 087° - 088°E","GRID01x01"
"5234088","34° - 35°S; 088° - 089°E","34° - 35°S; 088° - 089°E","GRID01x01"
"5234089","34° - 35°S; 089° - 090°E","34° - 35°S; 089° - 090°E","GRID01x01"
"5234090","34° - 35°S; 090° - 091°E","34° - 35°S; 090° - 091°E","GRID01x01"
"5234091","34° - 35°S; 091° - 092°E","34° - 35°S; 091° - 092°E","GRID01x01"
"5234092","34° - 35°S; 092° - 093°E","34° - 35°S; 092° - 093°E","GRID01x01"
"5234096","34° - 35°S; 096° - 097°E","34° - 35°S; 096° - 097°E","GRID01x01"
"5234098","34° - 35°S; 098° - 099°E","34° - 35°S; 098° - 099°E","GRID01x01"
"5234105","34° - 35°S; 105° - 106°E","34° - 35°S; 105° - 106°E","GRID01x01"
"5234106","34° - 35°S; 106° - 107°E","34° - 35°S; 106° - 107°E","GRID01x01"
"5235022","35° - 36°S; 022° - 023°E","35° - 36°S; 022° - 023°E","GRID01x01"
"5235023","35° - 36°S; 023° - 024°E","35° - 36°S; 023° - 024°E","GRID01x01"
"5235024","35° - 36°S; 024° - 025°E","35° - 36°S; 024° - 025°E","GRID01x01"
"5235025","35° - 36°S; 025° - 026°E","35° - 36°S; 025° - 026°E","GRID01x01"
"5235030","35° - 36°S; 030° - 031°E","35° - 36°S; 030° - 031°E","GRID01x01"
"5235031","35° - 36°S; 031° - 032°E","35° - 36°S; 031° - 032°E","GRID01x01"
"5235032","35° - 36°S; 032° - 033°E","35° - 36°S; 032° - 033°E","GRID01x01"
"5235033","35° - 36°S; 033° - 034°E","35° - 36°S; 033° - 034°E","GRID01x01"
"5235034","35° - 36°S; 034° - 035°E","35° - 36°S; 034° - 035°E","GRID01x01"
"5235035","35° - 36°S; 035° - 036°E","35° - 36°S; 035° - 036°E","GRID01x01"
"5235036","35° - 36°S; 036° - 037°E","35° - 36°S; 036° - 037°E","GRID01x01"
"5235037","35° - 36°S; 037° - 038°E","35° - 36°S; 037° - 038°E","GRID01x01"
"5235038","35° - 36°S; 038° - 039°E","35° - 36°S; 038° - 039°E","GRID01x01"
"5235039","35° - 36°S; 039° - 040°E","35° - 36°S; 039° - 040°E","GRID01x01"
"5235060","35° - 36°S; 060° - 061°E","35° - 36°S; 060° - 061°E","GRID01x01"
"5235061","35° - 36°S; 061° - 062°E","35° - 36°S; 061° - 062°E","GRID01x01"
"5235064","35° - 36°S; 064° - 065°E","35° - 36°S; 064° - 065°E","GRID01x01"
"5235066","35° - 36°S; 066° - 067°E","35° - 36°S; 066° - 067°E","GRID01x01"
"5235067","35° - 36°S; 067° - 068°E","35° - 36°S; 067° - 068°E","GRID01x01"
"5235068","35° - 36°S; 068° - 069°E","35° - 36°S; 068° - 069°E","GRID01x01"
"5235069","35° - 36°S; 069° - 070°E","35° - 36°S; 069° - 070°E","GRID01x01"
"5235072","35° - 36°S; 072° - 073°E","35° - 36°S; 072° - 073°E","GRID01x01"
"5235084","35° - 36°S; 084° - 085°E","35° - 36°S; 084° - 085°E","GRID01x01"
"5235086","35° - 36°S; 086° - 087°E","35° - 36°S; 086° - 087°E","GRID01x01"
"5235087","35° - 36°S; 087° - 088°E","35° - 36°S; 087° - 088°E","GRID01x01"
"5235088","35° - 36°S; 088° - 089°E","35° - 36°S; 088° - 089°E","GRID01x01"
"5235089","35° - 36°S; 089° - 090°E","35° - 36°S; 089° - 090°E","GRID01x01"
"5235090","35° - 36°S; 090° - 091°E","35° - 36°S; 090° - 091°E","GRID01x01"
"5235091","35° - 36°S; 091° - 092°E","35° - 36°S; 091° - 092°E","GRID01x01"
"5235092","35° - 36°S; 092° - 093°E","35° - 36°S; 092° - 093°E","GRID01x01"
"5235093","35° - 36°S; 093° - 094°E","35° - 36°S; 093° - 094°E","GRID01x01"
"5235096","35° - 36°S; 096° - 097°E","35° - 36°S; 096° - 097°E","GRID01x01"
"5235098","35° - 36°S; 098° - 099°E","35° - 36°S; 098° - 099°E","GRID01x01"
"5235099","35° - 36°S; 099° - 100°E","35° - 36°S; 099° - 100°E","GRID01x01"
"5235100","35° - 36°S; 100° - 101°E","35° - 36°S; 100° - 101°E","GRID01x01"
"5235101","35° - 36°S; 101° - 102°E","35° - 36°S; 101° - 102°E","GRID01x01"
"5235103","35° - 36°S; 103° - 104°E","35° - 36°S; 103° - 104°E","GRID01x01"
"5235106","35° - 36°S; 106° - 107°E","35° - 36°S; 106° - 107°E","GRID01x01"
"5236020","36° - 37°S; 020° - 021°E","36° - 37°S; 020° - 021°E","GRID01x01"
"5236021","36° - 37°S; 021° - 022°E","36° - 37°S; 021° - 022°E","GRID01x01"
"5236022","36° - 37°S; 022° - 023°E","36° - 37°S; 022° - 023°E","GRID01x01"
"5236023","36° - 37°S; 023° - 024°E","36° - 37°S; 023° - 024°E","GRID01x01"
"5236026","36° - 37°S; 026° - 027°E","36° - 37°S; 026° - 027°E","GRID01x01"
"5236027","36° - 37°S; 027° - 028°E","36° - 37°S; 027° - 028°E","GRID01x01"
"5236028","36° - 37°S; 028° - 029°E","36° - 37°S; 028° - 029°E","GRID01x01"
"5236029","36° - 37°S; 029° - 030°E","36° - 37°S; 029° - 030°E","GRID01x01"
"5236030","36° - 37°S; 030° - 031°E","36° - 37°S; 030° - 031°E","GRID01x01"
"5236031","36° - 37°S; 031° - 032°E","36° - 37°S; 031° - 032°E","GRID01x01"
"5236032","36° - 37°S; 032° - 033°E","36° - 37°S; 032° - 033°E","GRID01x01"
"5236033","36° - 37°S; 033° - 034°E","36° - 37°S; 033° - 034°E","GRID01x01"
"5236034","36° - 37°S; 034° - 035°E","36° - 37°S; 034° - 035°E","GRID01x01"
"5236035","36° - 37°S; 035° - 036°E","36° - 37°S; 035° - 036°E","GRID01x01"
"5236036","36° - 37°S; 036° - 037°E","36° - 37°S; 036° - 037°E","GRID01x01"
"5236037","36° - 37°S; 037° - 038°E","36° - 37°S; 037° - 038°E","GRID01x01"
"5236038","36° - 37°S; 038° - 039°E","36° - 37°S; 038° - 039°E","GRID01x01"
"5236039","36° - 37°S; 039° - 040°E","36° - 37°S; 039° - 040°E","GRID01x01"
"5236041","36° - 37°S; 041° - 042°E","36° - 37°S; 041° - 042°E","GRID01x01"
"5236046","36° - 37°S; 046° - 047°E","36° - 37°S; 046° - 047°E","GRID01x01"
"5236047","36° - 37°S; 047° - 048°E","36° - 37°S; 047° - 048°E","GRID01x01"
"5236058","36° - 37°S; 058° - 059°E","36° - 37°S; 058° - 059°E","GRID01x01"
"5236059","36° - 37°S; 059° - 060°E","36° - 37°S; 059° - 060°E","GRID01x01"
"5236062","36° - 37°S; 062° - 063°E","36° - 37°S; 062° - 063°E","GRID01x01"
"5236064","36° - 37°S; 064° - 065°E","36° - 37°S; 064° - 065°E","GRID01x01"
"5236065","36° - 37°S; 065° - 066°E","36° - 37°S; 065° - 066°E","GRID01x01"
"5236066","36° - 37°S; 066° - 067°E","36° - 37°S; 066° - 067°E","GRID01x01"
"5236067","36° - 37°S; 067° - 068°E","36° - 37°S; 067° - 068°E","GRID01x01"
"5236068","36° - 37°S; 068° - 069°E","36° - 37°S; 068° - 069°E","GRID01x01"
"5236072","36° - 37°S; 072° - 073°E","36° - 37°S; 072° - 073°E","GRID01x01"
"5236073","36° - 37°S; 073° - 074°E","36° - 37°S; 073° - 074°E","GRID01x01"
"5236082","36° - 37°S; 082° - 083°E","36° - 37°S; 082° - 083°E","GRID01x01"
"5236083","36° - 37°S; 083° - 084°E","36° - 37°S; 083° - 084°E","GRID01x01"
"5236089","36° - 37°S; 089° - 090°E","36° - 37°S; 089° - 090°E","GRID01x01"
"5236090","36° - 37°S; 090° - 091°E","36° - 37°S; 090° - 091°E","GRID01x01"
"5236091","36° - 37°S; 091° - 092°E","36° - 37°S; 091° - 092°E","GRID01x01"
"5236092","36° - 37°S; 092° - 093°E","36° - 37°S; 092° - 093°E","GRID01x01"
"5236093","36° - 37°S; 093° - 094°E","36° - 37°S; 093° - 094°E","GRID01x01"
"5236094","36° - 37°S; 094° - 095°E","36° - 37°S; 094° - 095°E","GRID01x01"
"5236099","36° - 37°S; 099° - 100°E","36° - 37°S; 099° - 100°E","GRID01x01"
"5236100","36° - 37°S; 100° - 101°E","36° - 37°S; 100° - 101°E","GRID01x01"
"5237020","37° - 38°S; 020° - 021°E","37° - 38°S; 020° - 021°E","GRID01x01"
"5237021","37° - 38°S; 021° - 022°E","37° - 38°S; 021° - 022°E","GRID01x01"
"5237022","37° - 38°S; 022° - 023°E","37° - 38°S; 022° - 023°E","GRID01x01"
"5237023","37° - 38°S; 023° - 024°E","37° - 38°S; 023° - 024°E","GRID01x01"
"5237024","37° - 38°S; 024° - 025°E","37° - 38°S; 024° - 025°E","GRID01x01"
"5237025","37° - 38°S; 025° - 026°E","37° - 38°S; 025° - 026°E","GRID01x01"
"5237026","37° - 38°S; 026° - 027°E","37° - 38°S; 026° - 027°E","GRID01x01"
"5237027","37° - 38°S; 027° - 028°E","37° - 38°S; 027° - 028°E","GRID01x01"
"5237028","37° - 38°S; 028° - 029°E","37° - 38°S; 028° - 029°E","GRID01x01"
"5237029","37° - 38°S; 029° - 030°E","37° - 38°S; 029° - 030°E","GRID01x01"
"5237030","37° - 38°S; 030° - 031°E","37° - 38°S; 030° - 031°E","GRID01x01"
"5237031","37° - 38°S; 031° - 032°E","37° - 38°S; 031° - 032°E","GRID01x01"
"5237032","37° - 38°S; 032° - 033°E","37° - 38°S; 032° - 033°E","GRID01x01"
"5237033","37° - 38°S; 033° - 034°E","37° - 38°S; 033° - 034°E","GRID01x01"
"5237034","37° - 38°S; 034° - 035°E","37° - 38°S; 034° - 035°E","GRID01x01"
"5237035","37° - 38°S; 035° - 036°E","37° - 38°S; 035° - 036°E","GRID01x01"
"5237036","37° - 38°S; 036° - 037°E","37° - 38°S; 036° - 037°E","GRID01x01"
"5237037","37° - 38°S; 037° - 038°E","37° - 38°S; 037° - 038°E","GRID01x01"
"5237043","37° - 38°S; 043° - 044°E","37° - 38°S; 043° - 044°E","GRID01x01"
"5237057","37° - 38°S; 057° - 058°E","37° - 38°S; 057° - 058°E","GRID01x01"
"5237061","37° - 38°S; 061° - 062°E","37° - 38°S; 061° - 062°E","GRID01x01"
"5237062","37° - 38°S; 062° - 063°E","37° - 38°S; 062° - 063°E","GRID01x01"
"5237064","37° - 38°S; 064° - 065°E","37° - 38°S; 064° - 065°E","GRID01x01"
"5237065","37° - 38°S; 065° - 066°E","37° - 38°S; 065° - 066°E","GRID01x01"
"5237067","37° - 38°S; 067° - 068°E","37° - 38°S; 067° - 068°E","GRID01x01"
"5237068","37° - 38°S; 068° - 069°E","37° - 38°S; 068° - 069°E","GRID01x01"
"5237069","37° - 38°S; 069° - 070°E","37° - 38°S; 069° - 070°E","GRID01x01"
"5237082","37° - 38°S; 082° - 083°E","37° - 38°S; 082° - 083°E","GRID01x01"
"5237089","37° - 38°S; 089° - 090°E","37° - 38°S; 089° - 090°E","GRID01x01"
"5237095","37° - 38°S; 095° - 096°E","37° - 38°S; 095° - 096°E","GRID01x01"
"5237100","37° - 38°S; 100° - 101°E","37° - 38°S; 100° - 101°E","GRID01x01"
"5238020","38° - 39°S; 020° - 021°E","38° - 39°S; 020° - 021°E","GRID01x01"
"5238021","38° - 39°S; 021° - 022°E","38° - 39°S; 021° - 022°E","GRID01x01"
"5238022","38° - 39°S; 022° - 023°E","38° - 39°S; 022° - 023°E","GRID01x01"
"5238023","38° - 39°S; 023° - 024°E","38° - 39°S; 023° - 024°E","GRID01x01"
"5238024","38° - 39°S; 024° - 025°E","38° - 39°S; 024° - 025°E","GRID01x01"
"5238025","38° - 39°S; 025° - 026°E","38° - 39°S; 025° - 026°E","GRID01x01"
"5238026","38° - 39°S; 026° - 027°E","38° - 39°S; 026° - 027°E","GRID01x01"
"5238027","38° - 39°S; 027° - 028°E","38° - 39°S; 027° - 028°E","GRID01x01"
"5238028","38° - 39°S; 028° - 029°E","38° - 39°S; 028° - 029°E","GRID01x01"
"5238029","38° - 39°S; 029° - 030°E","38° - 39°S; 029° - 030°E","GRID01x01"
"5238030","38° - 39°S; 030° - 031°E","38° - 39°S; 030° - 031°E","GRID01x01"
"5238031","38° - 39°S; 031° - 032°E","38° - 39°S; 031° - 032°E","GRID01x01"
"5238032","38° - 39°S; 032° - 033°E","38° - 39°S; 032° - 033°E","GRID01x01"
"5238033","38° - 39°S; 033° - 034°E","38° - 39°S; 033° - 034°E","GRID01x01"
"5238034","38° - 39°S; 034° - 035°E","38° - 39°S; 034° - 035°E","GRID01x01"
"5238035","38° - 39°S; 035° - 036°E","38° - 39°S; 035° - 036°E","GRID01x01"
"5238039","38° - 39°S; 039° - 040°E","38° - 39°S; 039° - 040°E","GRID01x01"
"5238040","38° - 39°S; 040° - 041°E","38° - 39°S; 040° - 041°E","GRID01x01"
"5238041","38° - 39°S; 041° - 042°E","38° - 39°S; 041° - 042°E","GRID01x01"
"5238043","38° - 39°S; 043° - 044°E","38° - 39°S; 043° - 044°E","GRID01x01"
"5238044","38° - 39°S; 044° - 045°E","38° - 39°S; 044° - 045°E","GRID01x01"
"5238065","38° - 39°S; 065° - 066°E","38° - 39°S; 065° - 066°E","GRID01x01"
"5238066","38° - 39°S; 066° - 067°E","38° - 39°S; 066° - 067°E","GRID01x01"
"5238067","38° - 39°S; 067° - 068°E","38° - 39°S; 067° - 068°E","GRID01x01"
"5238068","38° - 39°S; 068° - 069°E","38° - 39°S; 068° - 069°E","GRID01x01"
"5238069","38° - 39°S; 069° - 070°E","38° - 39°S; 069° - 070°E","GRID01x01"
"5238070","38° - 39°S; 070° - 071°E","38° - 39°S; 070° - 071°E","GRID01x01"
"5238100","38° - 39°S; 100° - 101°E","38° - 39°S; 100° - 101°E","GRID01x01"
"5239020","39° - 40°S; 020° - 021°E","39° - 40°S; 020° - 021°E","GRID01x01"
"5239021","39° - 40°S; 021° - 022°E","39° - 40°S; 021° - 022°E","GRID01x01"
"5239022","39° - 40°S; 022° - 023°E","39° - 40°S; 022° - 023°E","GRID01x01"
"5239023","39° - 40°S; 023° - 024°E","39° - 40°S; 023° - 024°E","GRID01x01"
"5239024","39° - 40°S; 024° - 025°E","39° - 40°S; 024° - 025°E","GRID01x01"
"5239025","39° - 40°S; 025° - 026°E","39° - 40°S; 025° - 026°E","GRID01x01"
"5239026","39° - 40°S; 026° - 027°E","39° - 40°S; 026° - 027°E","GRID01x01"
"5239027","39° - 40°S; 027° - 028°E","39° - 40°S; 027° - 028°E","GRID01x01"
"5239028","39° - 40°S; 028° - 029°E","39° - 40°S; 028° - 029°E","GRID01x01"
"5239029","39° - 40°S; 029° - 030°E","39° - 40°S; 029° - 030°E","GRID01x01"
"5239030","39° - 40°S; 030° - 031°E","39° - 40°S; 030° - 031°E","GRID01x01"
"5239031","39° - 40°S; 031° - 032°E","39° - 40°S; 031° - 032°E","GRID01x01"
"5239032","39° - 40°S; 032° - 033°E","39° - 40°S; 032° - 033°E","GRID01x01"
"5239044","39° - 40°S; 044° - 045°E","39° - 40°S; 044° - 045°E","GRID01x01"
"5239045","39° - 40°S; 045° - 046°E","39° - 40°S; 045° - 046°E","GRID01x01"
"5239050","39° - 40°S; 050° - 051°E","39° - 40°S; 050° - 051°E","GRID01x01"
"5239054","39° - 40°S; 054° - 055°E","39° - 40°S; 054° - 055°E","GRID01x01"
"5239066","39° - 40°S; 066° - 067°E","39° - 40°S; 066° - 067°E","GRID01x01"
"5239067","39° - 40°S; 067° - 068°E","39° - 40°S; 067° - 068°E","GRID01x01"
"5239068","39° - 40°S; 068° - 069°E","39° - 40°S; 068° - 069°E","GRID01x01"
"5239070","39° - 40°S; 070° - 071°E","39° - 40°S; 070° - 071°E","GRID01x01"
"5239072","39° - 40°S; 072° - 073°E","39° - 40°S; 072° - 073°E","GRID01x01"
"5240022","40° - 41°S; 022° - 023°E","40° - 41°S; 022° - 023°E","GRID01x01"
"5240023","40° - 41°S; 023° - 024°E","40° - 41°S; 023° - 024°E","GRID01x01"
"5240024","40° - 41°S; 024° - 025°E","40° - 41°S; 024° - 025°E","GRID01x01"
"5240025","40° - 41°S; 025° - 026°E","40° - 41°S; 025° - 026°E","GRID01x01"
"5240026","40° - 41°S; 026° - 027°E","40° - 41°S; 026° - 027°E","GRID01x01"
"5240029","40° - 41°S; 029° - 030°E","40° - 41°S; 029° - 030°E","GRID01x01"
"5240030","40° - 41°S; 030° - 031°E","40° - 41°S; 030° - 031°E","GRID01x01"
"5240031","40° - 41°S; 031° - 032°E","40° - 41°S; 031° - 032°E","GRID01x01"
"5241023","41° - 42°S; 023° - 024°E","41° - 42°S; 023° - 024°E","GRID01x01"
"5241024","41° - 42°S; 024° - 025°E","41° - 42°S; 024° - 025°E","GRID01x01"
"5241027","41° - 42°S; 027° - 028°E","41° - 42°S; 027° - 028°E","GRID01x01"
"5241041","41° - 42°S; 041° - 042°E","41° - 42°S; 041° - 042°E","GRID01x01"
"5241077","41° - 42°S; 077° - 078°E","41° - 42°S; 077° - 078°E","GRID01x01"
"5245089","45° - 46°S; 089° - 090°E","45° - 46°S; 089° - 090°E","GRID01x01"
"5247043","47° - 48°S; 043° - 044°E","47° - 48°S; 043° - 044°E","GRID01x01"
"5247064","47° - 48°S; 064° - 065°E","47° - 48°S; 064° - 065°E","GRID01x01"
"5250050","50° - 51°S; 050° - 051°E","50° - 51°S; 050° - 051°E","GRID01x01"
"5250088","50° - 51°S; 088° - 089°E","50° - 51°S; 088° - 089°E","GRID01x01"
"5252052","52° - 53°S; 052° - 053°E","52° - 53°S; 052° - 053°E","GRID01x01"
"5254050","54° - 55°S; 050° - 051°E","54° - 55°S; 050° - 051°E","GRID01x01"
"5257057","57° - 58°S; 057° - 058°E","57° - 58°S; 057° - 058°E","GRID01x01"
"5259041","59° - 60°S; 041° - 042°E","59° - 60°S; 041° - 042°E","GRID01x01"
"6100040","00° - 05°N; 040° - 045°E","00° - 05°N; 040° - 045°E","GRID05x05"
"6100045","00° - 05°N; 045° - 050°E","00° - 05°N; 045° - 050°E","GRID05x05"
