"MEASURE_TYPE_CODE","NAME_EN","DESCRIPTION_EN","NAME_FR","DESCRIPTION_FR"
"FL","Upper-jaw fork length","Straight distance between the tip of the upper jaw and the fork of the tail","Longueur à la fourche depuis la mâchoire supérieure","Distance rectiligne entre l'extrémité de la mâchoire supérieure et la fourche de la queue"
